cityMPG,combMPG,highwayMPG,make,model,year
17,19,24,Chrysler,PT Cruiser,2005
19,21,24,Chrysler,PT Cruiser,2005
19,21,25,Chrysler,PT Cruiser,2005
19,22,26,Chrysler,PT Cruiser,2005
17,19,24,Chrysler,PT Cruiser Convertible,2005
19,21,24,Chrysler,PT Cruiser Convertible,2005
19,21,25,Chrysler,PT Cruiser Convertible,2005
19,22,26,Chrysler,PT Cruiser Convertible,2005
14,16,19,Dodge,Durango 2WD,2005
13,14,17,Dodge,Durango 2WD,2005
12,14,17,Dodge,Durango 2WD,2005
18,21,26,Dodge,Magnum 2WD,2005
17,20,25,Dodge,Magnum 2WD,2005
15,18,23,Dodge,Magnum 2WD,2005
19,21,23,Ford,Escape 2WD,2005
21,24,27,Ford,Escape 2WD,2005
17,19,23,Ford,Escape 2WD,2005
30,29,28,Ford,Escape Hybrid 2WD,2005
13,14,18,Ford,Expedition 2WD,2005
14,16,19,Ford,Explorer 2WD,2005
13,15,18,Ford,Explorer 2WD,2005
18,20,25,Ford,Freestyle FWD,2005
14,16,19,GMC,Yukon 1500 2WD,2005
14,15,19,GMC,Yukon 1500 2WD,2005
14,16,20,GMC,Envoy 2WD,2005
13,15,18,GMC,Envoy XL 2WD,2005
13,15,19,GMC,Envoy XL 2WD,2005
13,15,18,GMC,Envoy XUV 2WD,2005
14,16,19,GMC,Envoy XUV 2WD,2005
20,23,26,Honda,CR-V 2WD,2005
18,20,24,Hyundai,Santa Fe 2WD,2005
18,20,25,Hyundai,Santa Fe 2WD,2005
17,19,23,Hyundai,Santa Fe 2WD,2005
16,18,22,Hyundai,Santa Fe 2WD,2005
19,22,25,Hyundai,Tucson 2WD,2005
20,22,25,Hyundai,Tucson 2WD,2005
18,20,24,Hyundai,Tucson 2WD,2005
15,18,22,Infiniti,FX35 RWD,2005
12,14,18,Infiniti,QX56 2WD,2005
14,16,20,Isuzu,Ascender 5-passenger 2WD,2005
13,15,18,Isuzu,Ascender 7-passenger 2WD,2005
13,15,19,Isuzu,Ascender 7-passenger 2WD,2005
15,17,21,Jeep,Grand Cherokee 2WD,2005
14,15,18,Jeep,Grand Cherokee 2WD,2005
18,20,24,Jeep,Liberty/Cherokee 2WD,2005
15,17,20,Jeep,Liberty/Cherokee 2WD,2005
16,17,20,Jeep,Liberty/Cherokee 2WD,2005
14,16,20,Kia,Sorento 2WD,2005
15,16,19,Kia,Sorento 2WD,2005
17,20,23,Lexus,RX 330 2WD,2005
17,19,23,Lexus,RX 330 2WD,2005
11,13,17,Lincoln,Aviator 2WD,2005
11,13,17,Lincoln,Navigator 2WD,2005
19,21,23,Mazda,Tribute 2WD,2005
21,24,27,Mazda,Tribute 2WD,2005
17,19,23,Mazda,Tribute 2WD,2005
19,21,24,Mercury,Mariner 2WD,2005
17,19,23,Mercury,Mariner 2WD,2005
14,16,19,Mercury,Mountaineer 2WD,2005
13,15,18,Mercury,Mountaineer 2WD,2005
16,18,21,Mitsubishi,Endeavor 2WD,2005
19,22,25,Mitsubishi,Outlander 2WD,2005
19,21,24,Mitsubishi,Outlander 2WD,2005
12,14,18,Nissan,Armada 2WD,2005
18,20,23,Nissan,Murano FWD,2005
14,17,21,Nissan,Pathfinder 2WD,2005
17,19,24,Pontiac,Aztek FWD,2005
20,22,26,Saturn,Vue FWD,2005
19,21,25,Saturn,Vue FWD,2005
20,23,27,Saturn,Vue FWD,2005
18,20,25,Saturn,Vue FWD,2005
17,18,20,Suzuki,Grand Vitara,2005
17,18,21,Suzuki,Grand Vitara,2005
16,18,21,Suzuki,Grand Vitara XL7,2005
15,17,20,Suzuki,Grand Vitara XL7,2005
16,18,20,Toyota,4Runner 2WD,2005
19,22,25,Toyota,Highlander 2WD,2005
17,19,23,Toyota,Highlander 2WD,2005
21,23,27,Toyota,RAV4 2WD,2005
21,23,27,Toyota,RAV4 2WD,2005
14,15,17,Toyota,Sequoia 2WD,2005
16,18,21,Volvo,XC90 FWD,2005
15,17,21,Acura,MDX 4WD,2005
14,17,21,Audi,Allroad quattro,2005
15,17,20,Audi,Allroad quattro,2005
14,16,19,Audi,Allroad quattro,2005
15,18,22,BMW,X3,2005
15,17,22,BMW,X3,2005
15,18,23,BMW,X3,2005
14,17,21,BMW,X3,2005
13,16,20,BMW,X5,2005
14,16,19,BMW,X5,2005
14,16,20,BMW,X5,2005
14,16,20,BMW,X5 4.8is,2005
14,16,19,Buick,Rainier AWD,2005
14,15,17,Buick,Rainier AWD,2005
16,18,22,Buick,Rendezvous AWD,2005
16,18,23,Buick,Rendezvous AWD,2005
12,13,16,Cadillac,Escalade AWD,2005
12,13,16,Cadillac,Escalade ESV AWD,2005
12,13,16,Cadillac,Escalade Ext AWD,2005
14,17,21,Cadillac,SRX AWD,2005
14,15,19,Cadillac,SRX AWD,2005
14,15,18,Chevrolet,Blazer 4WD,2005
13,15,17,Chevrolet,Blazer 4WD,2005
17,19,23,Chevrolet,Equinox AWD,2005
13,15,18,Chevrolet,Suburban 1500 4WD,2005
14,16,19,Chevrolet,Tahoe 1500 4WD,2005
13,15,18,Chevrolet,Tahoe 1500 4WD,2005
13,15,18,Chevrolet,Tahoe 1500 AWD,2005
14,16,19,Chevrolet,TrailBlazer 4WD,2005
12,14,17,Chevrolet,TrailBlazer Ext 4WD,2005
13,15,18,Chevrolet,TrailBlazer Ext 4WD,2005
15,17,20,Chrysler,Pacifica AWD,2005
12,14,17,Dodge,Durango 4WD,2005
12,14,17,Dodge,Durango 4WD,2005
15,18,22,Dodge,Magnum AWD,2005
15,18,22,Dodge,Magnum AWD,2005
17,18,20,Ford,Escape 4WD,2005
19,21,24,Ford,Escape 4WD,2005
16,17,20,Ford,Escape 4WD,2005
28,27,26,Ford,Escape Hybrid 4WD,2005
13,14,17,Ford,Expedition 4WD,2005
13,15,18,Ford,Explorer 4WD,2005
13,14,17,Ford,Explorer 4WD,2005
17,19,22,Ford,Freestyle AWD,2005
14,16,19,GMC,Envoy 4WD,2005
12,14,17,GMC,Envoy XL 4WD,2005
13,15,18,GMC,Envoy XL 4WD,2005
12,14,17,GMC,Envoy XUV 4WD,2005
13,15,18,GMC,Envoy XUV 4WD,2005
14,16,19,GMC,Yukon 1500 4WD,2005
13,15,18,GMC,Yukon 1500 4WD,2005
13,15,18,GMC,Yukon 1500 AWD,2005
12,13,16,GMC,Yukon 1500 AWD,2005
12,13,16,GMC,Yukon XL 1500 AWD,2005
20,22,25,Honda,CR-V 4WD,2005
19,21,24,Honda,CR-V 4WD,2005
15,17,20,Honda,Pilot 4WD,2005
16,18,21,Hyundai,Santa Fe 4WD,2005
15,17,21,Hyundai,Santa Fe 4WD,2005
19,21,24,Hyundai,Tucson 4WD,2005
17,19,23,Hyundai,Tucson 4WD,2005
15,17,20,Infiniti,FX35 AWD,2005
14,15,18,Infiniti,FX45 AWD,2005
12,14,17,Infiniti,QX56 4WD,2005
14,16,19,Isuzu,Ascender 5-passenger 4WD,2005
14,16,19,Isuzu,Ascender 7-passenger 4WD,2005
13,15,18,Isuzu,Ascender 7-passenger 4WD,2005
15,17,19,Jeep,Grand Cherokee 4WD,2005
13,14,18,Jeep,Grand Cherokee 4WD,2005
18,20,22,Jeep,Liberty/Cherokee 4WD,2005
15,17,20,Jeep,Liberty/Cherokee 4WD,2005
16,17,20,Jeep,Liberty/Cherokee 4WD,2005
16,17,19,Jeep,Wrangler/TJ 4WD,2005
13,14,16,Jeep,Wrangler/TJ 4WD,2005
13,15,17,Jeep,Wrangler/TJ 4WD,2005
13,15,18,Kia,Sorento 4WD,2005
14,16,18,Kia,Sorento 4WD,2005
16,17,19,Land Rover,Freelander,2005
13,14,18,Land Rover,LR3,2005
13,14,17,Land Rover,LR3,2005
11,12,15,Land Rover,Range Rover,2005
12,13,16,Lexus,LX 470,2005
16,19,22,Lexus,RX 330 4WD,2005
16,18,22,Lexus,RX 330 4WD,2005
11,13,16,Lincoln,Aviator 4WD,2005
17,18,20,Mazda,Tribute 4WD,2005
19,21,24,Mazda,Tribute 4WD,2005
16,17,20,Mazda,Tribute 4WD,2005
11,12,13,Mercedes-Benz,G500,2005
11,12,13,Mercedes-Benz,G55 AMG,2005
14,15,17,Mercedes-Benz,ML350,2005
13,14,16,Mercedes-Benz,ML500,2005
17,19,21,Mercury,Mariner 4WD,2005
16,18,21,Mercury,Mariner 4WD,2005
13,14,17,Mercury,Mountaineer 4WD,2005
13,14,17,Mercury,Mountaineer 4WD,2005
15,17,20,Mitsubishi,Endeavor 4WD,2005
13,15,17,Mitsubishi,Montero,2005
18,21,25,Mitsubishi,Outlander 4WD,2005
18,20,23,Mitsubishi,Outlander 4WD,2005
12,14,17,Nissan,Armada 4WD,2005
18,20,23,Nissan,Murano AWD,2005
14,16,19,Nissan,Pathfinder 4WD,2005
16,18,22,Pontiac,Aztek AWD,2005
14,15,18,Porsche,Cayenne,2005
13,15,19,Porsche,Cayenne,2005
12,14,17,Porsche,Cayenne S,2005
12,14,17,Porsche,Cayenne Turbo,2005
19,21,24,Saturn,Vue AWD,2005
17,19,23,Saturn,Vue AWD,2005
19,21,25,Subaru,Baja AWD,2005
17,19,23,Subaru,Baja AWD,2005
19,21,25,Subaru,Baja AWD,2005
16,18,21,Subaru,Baja AWD,2005
18,19,22,Subaru,Forester AWD,2005
20,22,26,Subaru,Forester AWD,2005
17,19,22,Subaru,Forester AWD,2005
20,23,27,Subaru,Forester AWD,2005
17,20,23,Subaru,Outback AWD,2005
17,19,23,Subaru,Outback Wagon AWD,2005
20,22,26,Subaru,Outback Wagon AWD,2005
20,22,26,Subaru,Outback Wagon AWD,2005
17,19,23,Subaru,Outback Wagon AWD,2005
17,20,23,Subaru,Outback Wagon AWD,2005
17,18,20,Suzuki,Grand Vitara 4WD,2005
17,18,20,Suzuki,Grand Vitara 4WD,2005
15,17,20,Suzuki,Grand Vitara XL7 4WD,2005
15,17,20,Suzuki,Grand Vitara XL7 4WD,2005
15,17,19,Toyota,4Runner 4WD,2005
19,21,23,Toyota,Highlander 4WD,2005
16,19,22,Toyota,Highlander 4WD,2005
12,13,16,Toyota,Land Cruiser Wagon 4WD,2005
20,22,24,Toyota,RAV4 4WD,2005
19,21,25,Toyota,RAV4 4WD,2005
13,15,16,Toyota,Sequoia 4WD,2005
14,16,19,Volkswagen,Touareg,2005
12,14,17,Volkswagen,Touareg,2005
16,19,22,Volvo,XC70 AWD,2005
15,17,20,Volvo,XC90 AWD,2005
14,16,19,Volvo,XC90 AWD,2005
17,20,23,Mercedes-Benz,C240 FFV,2005
18,20,24,Mercedes-Benz,C320 FFV,2005
17,19,22,Mercedes-Benz,C320 Sports Coupe FFV,2005
17,20,23,Mercedes-Benz,C240 FFV (Wagon),2005
19,21,25,Chrysler,Sebring Convertible,2005
19,21,25,Chrysler,Sebring Convertible,2005
19,21,25,Chrysler,Sebring 4 Door,2005
19,21,25,Chrysler,Sebring 4 Door,2005
19,21,25,Dodge,Stratus 4 Door,2005
19,21,25,Dodge,Stratus 4 Door,2005
17,20,25,Mercury,Sable,2005
17,19,24,Mercury,Sable Wagon,2005
17,20,25,Ford,Taurus,2005
17,19,24,Ford,Taurus Wagon,2005
13,15,19,Ford,Explorer Sport Trac 2WD FFV,2005
13,15,18,Ford,Explorer Sport Trac 4WD FFV,2005
13,15,18,Ford,Explorer 4WD FFV,2005
13,15,19,Ford,Explorer 2WD FFV,2005
13,15,19,Mercury,Mountaineer FFV 2WD,2005
13,14,17,Mercury,Mountaineer FFV 4WD,2005
13,15,17,Chevrolet,Silverado 1500 4WD,2005
14,16,19,Chevrolet,Silverado 1500 2WD,2005
13,15,18,Chevrolet,Avalanche 1500 2WD,2005
14,15,18,Chevrolet,Suburban 1500 2WD,2005
14,15,18,Chevrolet,Tahoe 1500 2WD,2005
14,15,18,GMC,Yukon 1500 2WD,2005
13,15,18,GMC,Yukon XL 1500 2WD,2005
13,14,17,Chevrolet,Avalanche 1500 4WD,2005
13,14,17,Chevrolet,Suburban 1500 4WD,2005
13,14,17,Chevrolet,Suburban 1500 AWD,2005
13,14,17,Chevrolet,Tahoe 1500 4WD,2005
13,14,17,Chevrolet,Tahoe 1500 AWD,2005
13,14,17,GMC,Yukon 1500 4WD,2005
13,14,17,GMC,Yukon 1500 AWD,2005
13,14,17,GMC,Yukon XL 1500 4WD,2005
13,14,17,GMC,Yukon XL 1500 AWD,2005
26,28,31,Honda,Civic CNG,2005
8,9,11,Chevrolet,Silverado 2500 HD 2WD CNG,2005
8,9,11,GMC,Sierra 2500 HD 2WD CNG,2005
8,9,11,Chevrolet,Silverado 2500 HD 4WD CNG,2005
8,9,11,GMC,Sierra 2500 HD 4WD CNG,2005
16,19,23,Dodge,Caravan/Grand Caravan 2WD,2005
16,19,23,Chrysler,Voyager/Town and Country 2WD,2005
11,12,14,Dodge,Ram 1500 Pickup 2WD,2005
11,12,14,Dodge,Ram 1500 Pickup 4WD,2005
13,15,17,GMC,Sierra 1500 4WD,2005
25,28,33,Honda,Accord Hybrid,2005
19,21,24,Honda,Element 2WD,2005
19,21,23,Honda,Element 2WD,2005
19,20,23,Honda,Element 4WD,2005
18,20,22,Honda,Element 4WD,2005
10,12,15,Ferrari,F430,2005
10,12,16,Ferrari,F430,2005
21,24,29,MINI,Cooper S,2005
21,24,29,MINI,Cooper S Convertible,2005
16,19,24,Porsche,Carrera 2 Cabriolet,2005
16,19,24,Porsche,Carrera 2 Coupe,2005
21,24,30,Audi,A4,2005
20,24,31,Audi,A4,2005
20,23,28,Audi,A4 quattro,2005
19,22,27,Audi,A4 quattro,2005
17,19,24,Audi,A4 quattro,2005
19,22,28,BMW,325i,2005
14,16,19,Pontiac,GTO,2005
19,22,28,Volkswagen,Jetta,2005
19,22,28,Volkswagen,Jetta,2005
17,19,24,Audi,A6 quattro,2005
16,19,24,Cadillac,CTS,2005
20,23,28,Audi,A4 Avant quattro,2005
19,22,27,Audi,A4 Avant quattro,2005
17,19,24,Audi,A4 Avant quattro,2005
10,11,12,Chevrolet,Silverado 2500 HD 2WD,2005
13,15,19,Dodge,Dakota Pickup 2WD,2005
13,14,17,Dodge,Ram 1500 Pickup 2WD,2005
10,11,12,GMC,Sierra 2500 Hd 2WD,2005
15,17,21,Mazda,B4000 2WD,2005
16,18,21,Mazda,B4000 2WD,2005
17,19,22,Nissan,Frontier 2WD,2005
19,21,23,Nissan,Frontier 2WD,2005
14,16,19,Nissan,Frontier V6 2WD,2005
15,17,20,Nissan,Frontier V6 2WD,2005
14,15,19,Dodge,Dakota Pickup 4WD,2005
13,15,18,Dodge,Dakota Pickup 4WD,2005
12,14,16,Dodge,Ram 1500 Pickup 4WD,2005
14,16,19,Nissan,Frontier V6 4WD,2005
15,17,19,Nissan,Frontier V6 4WD,2005
14,16,19,Saab,9-7X AWD,2005
14,15,17,Saab,9-7X AWD,2005
14,16,19,GMC,Envoy 2WD,2005
19,22,25,Kia,Sportage 2WD,2005
20,22,25,Kia,Sportage 2WD,2005
17,20,23,Kia,Sportage 2WD,2005
15,16,18,Toyota,4Runner 2WD,2005
14,15,17,GMC,Envoy 4WD,2005
14,15,19,Jeep,Grand Cherokee 4WD,2005
19,21,24,Kia,Sportage 4WD,2005
17,19,21,Kia,Sportage 4WD,2005
14,15,18,Lexus,GX 470,2005
14,16,18,Toyota,4Runner 4WD,2005
13,15,19,Volvo,XC90 AWD,2005
14,16,19,GMC,Sierra 1500 2WD,2005
13,14,17,Nissan,Titan 2WD,2005
12,14,17,Nissan,Titan 4WD,2005
19,21,24,Jeep,Liberty/Cherokee 4WD,2005
19,22,28,Toyota,Avalon,2005
31,34,39,Volkswagen,Jetta,2005
30,33,38,Volkswagen,Jetta,2005
16,19,25,Pontiac,Grand Prix,2005
13,15,18,Chrysler,300C/SRT-8,2005
13,14,18,Jeep,Grand Cherokee 2WD,2005
14,16,20,Nissan,Xterra 2WD,2005
15,17,21,Nissan,Xterra 2WD,2005
14,16,19,Nissan,Xterra 4WD,2005
15,17,19,Nissan,Xterra 4WD,2005
13,15,18,Spyker,C8 Laviolette,2005
13,15,18,Spyker,C8 Spyder,2005
13,15,18,Spyker,C8 Spyder Wide Body,2005
10,12,16,Aston Martin,DB9 Coupe Manual,2005
10,12,16,Aston Martin,DB9 Volante Manual,2005
18,21,26,Audi,TT Roadster,2006
18,21,26,Audi,TT Roadster quattro,2006
17,19,23,Audi,TT Roadster quattro,2006
15,18,23,Cadillac,XLR,2006
16,19,26,Chevrolet,Corvette,2006
15,19,25,Chevrolet,Corvette,2006
15,18,24,Chevrolet,Corvette,2006
19,21,25,Chrysler,Crossfire Coupe,2006
15,18,22,Chrysler,Crossfire Coupe,2006
15,18,23,Chrysler,Crossfire Coupe,2006
19,21,25,Chrysler,Crossfire Roadster,2006
15,18,22,Chrysler,Crossfire Roadster,2006
15,18,23,Chrysler,Crossfire Roadster,2006
11,13,19,Dodge,Viper Convertible,2006
11,13,16,Ferrari,F430,2006
11,13,16,Ferrari,F430,2006
45,47,49,Honda,Insight,2006
48,52,58,Honda,Insight,2006
18,20,24,Honda,S2000,2006
10,12,15,Lamborghini,L-140/715 Gallardo,2006
10,12,16,Lamborghini,L-140/715 Gallardo,2006
11,13,17,Lamborghini,L-140/715 Gallardo,2006
11,12,16,Lamborghini,L-140/715 Gallardo,2006
8,10,13,Lamborghini,L-147/148 Murcielago,2006
9,11,14,Lamborghini,L-147/148 Murcielago,2006
22,24,27,Mazda,MX-5,2006
21,24,28,Mazda,MX-5,2006
20,23,28,Mazda,MX-5,2006
14,17,22,Mercedes-Benz,SL500,2006
12,15,19,Mercedes-Benz,SL55 AMG,2006
11,14,18,Mercedes-Benz,SL600,2006
12,14,18,Mercedes-Benz,SL65 AMG,2006
18,21,25,Mercedes-Benz,SLK280,2006
17,20,25,Mercedes-Benz,SLK280,2006
17,19,22,Mercedes-Benz,SLK350,2006
16,19,23,Mercedes-Benz,SLK350,2006
14,16,20,Mercedes-Benz,SLK55 AMG,2006
11,13,16,Mercedes-Benz,SLR,2006
17,19,23,Nissan,350z,2006
17,19,23,Nissan,350z,2006
17,19,23,Nissan,350z Roadster,2006
16,19,23,Nissan,350z Roadster,2006
17,21,26,Pontiac,Solstice,2006
16,19,24,Porsche,Boxster,2006
18,21,27,Porsche,Boxster,2006
18,21,26,Porsche,Boxster,2006
16,19,24,Porsche,Boxster S,2006
17,20,25,Porsche,Boxster S,2006
11,13,18,Aston Martin,DB9 Coupe,2006
10,12,16,Aston Martin,DB9 Coupe Manual,2006
11,13,17,Aston Martin,DB9 Volante,2006
10,12,16,Aston Martin,DB9 Volante Manual,2006
10,12,16,Aston Martin,V12 Vanquish S,2006
18,21,27,Audi,TT Coupe,2006
18,21,26,Audi,TT Coupe quattro,2006
17,20,24,Audi,TT Coupe quattro,2006
17,20,25,BMW,325ci Convertible,2006
16,19,24,BMW,325ci Convertible,2006
17,20,26,BMW,330ci Convertible,2006
16,19,23,BMW,330ci Convertible,2006
14,17,21,BMW,M3 Convertible,2006
14,16,20,BMW,M3 Convertible,2006
16,19,24,Jaguar,XK8 Convertible,2006
15,17,22,Jaguar,XKR Convertible,2006
17,19,23,Lexus,SC 430,2006
23,26,31,MINI,Cooper,2006
24,28,33,MINI,Cooper,2006
23,25,30,MINI,Cooper Convertible,2006
24,27,32,MINI,Cooper Convertible,2006
22,24,29,MINI,Cooper S,2006
21,24,29,MINI,Cooper S,2006
22,24,29,MINI,Cooper S Convertible,2006
21,24,29,MINI,Cooper S Convertible,2006
17,19,24,Porsche,Carrera 2 Cabriolet,2006
16,19,24,Porsche,Carrera 2 Cabriolet,2006
17,19,24,Porsche,Carrera 2 Coupe,2006
16,19,24,Porsche,Carrera 2 Coupe,2006
16,19,23,Porsche,Carrera 2 S Cabriolet,2006
16,19,24,Porsche,Carrera 2 S Cabriolet,2006
16,19,23,Porsche,Carrera 2 S Coupe,2006
16,19,24,Porsche,Carrera 2 S Coupe,2006
16,19,24,Porsche,Carrera 4 Cabriolet,2006
16,19,24,Porsche,Carrera 4 Cabriolet,2006
16,19,24,Porsche,Carrera 4 Coupe,2006
16,19,24,Porsche,Carrera 4 Coupe,2006
16,19,23,Porsche,Carrera 4 S Cabriolet,2006
15,18,23,Porsche,Carrera 4 S Cabriolet,2006
16,19,23,Porsche,Carrera 4 S Coupe,2006
15,18,23,Porsche,Carrera 4 S Coupe,2006
19,22,28,Volkswagen,New Beetle Convertible,2006
19,22,28,Volkswagen,New Beetle Convertible,2006
24,26,31,Acura,RSX,2006
20,23,28,Acura,RSX,2006
22,25,31,Acura,RSX,2006
20,23,28,Audi,A4 Cabriolet,2006
16,18,23,Audi,A4 Cabriolet quattro,2006
13,16,20,Audi,S4 Cabriolet,2006
14,16,20,Audi,S4 Cabriolet,2006
18,21,27,BMW,325ci,2006
17,20,25,BMW,325ci,2006
18,21,28,BMW,330ci,2006
17,20,24,BMW,330ci,2006
14,16,21,BMW,650ci,2006
15,18,23,BMW,650ci,2006
14,16,20,BMW,650ci,2006
13,15,20,BMW,650ci Convertible,2006
15,18,23,BMW,650ci Convertible,2006
13,15,19,BMW,650ci Convertible,2006
14,17,22,BMW,M3,2006
15,17,21,BMW,M3,2006
21,25,31,Chevrolet,Aveo 5,2006
22,26,32,Chevrolet,Aveo 5,2006
20,23,27,Chevrolet,Cobalt,2006
21,24,29,Chevrolet,Cobalt,2006
22,25,31,Chevrolet,Cobalt,2006
21,24,29,Chevrolet,Cobalt,2006
22,25,31,Chevrolet,Cobalt,2006
17,19,23,Ford,Mustang,2006
17,20,26,Ford,Mustang,2006
15,18,22,Ford,Mustang,2006
15,18,23,Ford,Mustang,2006
26,30,36,Honda,Civic,2006
26,29,34,Honda,Civic,2006
19,22,27,Hyundai,Tiburon,2006
21,23,28,Hyundai,Tiburon,2006
17,19,24,Hyundai,Tiburon,2006
17,20,24,Hyundai,Tiburon,2006
16,19,24,Hyundai,Tiburon,2006
16,19,24,Jaguar,XK8,2006
15,17,22,Jaguar,XKR,2006
18,21,26,Lexus,IS 250,2006
21,24,29,Lexus,IS 250,2006
20,22,26,Lexus,IS 250 AWD,2006
19,21,26,Lexus,IS 350,2006
11,13,18,Maserati,Coupe Cambiocorsa/GT/G-Sport,2006
12,14,17,Maserati,Coupe Cambiocorsa/GT/G-Sport,2006
16,18,22,Mazda,RX-8,2006
16,19,23,Mazda,RX-8,2006
17,20,26,Mercedes-Benz,CLK350,2006
16,19,24,Mercedes-Benz,CLK350 (Cabriolet),2006
15,18,23,Mercedes-Benz,CLK500,2006
15,18,23,Mercedes-Benz,CLK500 (Cabriolet),2006
15,17,21,Mercedes-Benz,CLK55 AMG (Cabriolet),2006
20,23,28,Mitsubishi,Eclipse,2006
20,22,26,Mitsubishi,Eclipse,2006
16,19,25,Mitsubishi,Eclipse,2006
17,20,26,Mitsubishi,Eclipse,2006
21,25,31,Pontiac,Wave 5,2006
22,26,32,Pontiac,Wave 5,2006
19,21,27,Saab,9-3 Convertible,2006
17,20,25,Saab,9-3 Convertible,2006
16,19,26,Saab,9-3 Convertible,2006
15,19,26,Saab,9-3 Convertible,2006
18,20,24,Subaru,Impreza AWD,2006
20,22,25,Subaru,Impreza AWD,2006
17,20,24,Subaru,Impreza AWD,2006
20,22,27,Subaru,Impreza AWD,2006
16,18,22,Subaru,Impreza AWD,2006
21,25,31,Suzuki,Swift x,2006
22,26,32,Suzuki,Swift x,2006
20,23,27,Scion,tC,2006
19,22,27,Scion,tC,2006
27,30,35,Scion,xA,2006
27,30,34,Scion,xA,2006
31,34,40,Volkswagen,New Beetle,2006
30,33,38,Volkswagen,New Beetle,2006
20,23,28,Volkswagen,New Beetle,2006
20,23,29,Volkswagen,New Beetle,2006
21,24,30,Audi,A4,2006
20,24,31,Audi,A4,2006
18,21,27,Audi,A4,2006
20,23,28,Audi,A4 quattro,2006
19,22,27,Audi,A4 quattro,2006
15,19,25,Audi,A4 quattro,2006
17,20,25,Audi,A4 quattro,2006
13,16,20,Audi,S4,2006
14,16,21,Audi,S4,2006
10,13,17,Bentley,Continental GT,2006
18,21,28,BMW,325i,2006
18,21,27,BMW,325i,2006
17,20,26,BMW,325xi,2006
18,20,25,BMW,325xi,2006
18,21,28,BMW,330i,2006
18,21,27,BMW,330i,2006
17,20,25,BMW,330i,2006
17,20,26,BMW,330xi,2006
18,20,25,BMW,330xi,2006
19,22,28,Chevrolet,Optra,2006
20,23,28,Chevrolet,Optra,2006
19,22,28,Chevrolet,Optra 5,2006
20,23,28,Chevrolet,Optra 5,2006
20,22,27,Chrysler,Sebring Convertible,2006
22,25,29,Ford,Focus,2006
23,26,31,Ford,Focus,2006
20,23,28,Ford,Focus,2006
25,28,33,Hyundai,Accent,2006
27,29,32,Hyundai,Accent,2006
17,20,24,Infiniti,G35,2006
17,19,23,Infiniti,G35,2006
16,18,22,Infiniti,G35,2006
17,19,23,Infiniti,G35,2006
16,18,22,Jaguar,X-Type,2006
16,19,24,Jaguar,X-Type,2006
25,29,35,Kia,Rio,2006
27,29,32,Kia,Rio,2006
24,27,32,Mazda,3,2006
23,26,31,Mazda,3,2006
22,25,29,Mazda,3,2006
22,24,28,Mazda,3,2006
19,22,27,Mercedes-Benz,C230,2006
18,21,27,Mercedes-Benz,C230,2006
18,21,26,Mercedes-Benz,C280,2006
17,20,24,Mercedes-Benz,C280 4matic,2006
18,21,27,Mercedes-Benz,C350,2006
18,21,26,Mercedes-Benz,C350,2006
17,19,22,Mercedes-Benz,C350 4matic,2006
15,17,20,Mercedes-Benz,C55 AMG,2006
14,17,22,Mercedes-Benz,CL500,2006
13,16,20,Mercedes-Benz,CL55 AMG,2006
12,14,17,Mercedes-Benz,CL600,2006
11,14,18,Mercedes-Benz,CL65 AMG,2006
14,16,20,Mercedes-Benz,CLS500,2006
13,15,19,Mercedes-Benz,CLS55 AMG,2006
22,25,29,Mitsubishi,Lancer,2006
23,26,31,Mitsubishi,Lancer,2006
20,22,27,Mitsubishi,Lancer,2006
20,23,27,Mitsubishi,Lancer,2006
17,19,23,Mitsubishi,Lancer Evolution,2006
16,18,22,Mitsubishi,Lancer Evolution,2006
24,27,31,Nissan,Sentra,2006
24,27,32,Nissan,Sentra,2006
20,22,26,Nissan,Sentra,2006
20,23,27,Nissan,Sentra,2006
21,24,31,Pontiac,G6,2006
20,23,29,Pontiac,G6,2006
19,21,26,Pontiac,G6,2006
16,19,26,Pontiac,G6,2006
16,19,24,Pontiac,G6,2006
17,20,25,Pontiac,G6 GT/GTP Convertible,2006
16,19,24,Pontiac,G6 GT/GTP Convertible,2006
14,16,19,Pontiac,GTO,2006
15,18,23,Pontiac,GTO,2006
20,23,28,Saab,9-3 Sport Sedan,2006
19,23,29,Saab,9-3 Sport Sedan,2006
16,19,26,Saab,9-3 Sport Sedan,2006
15,19,26,Saab,9-3 Sport Sedan,2006
20,23,27,Saturn,Ion,2006
21,24,29,Saturn,Ion,2006
23,26,32,Saturn,Ion,2006
21,24,29,Saturn,Ion,2006
22,25,31,Saturn,Ion,2006
17,20,24,Subaru,Legacy AWD,2006
20,22,27,Subaru,Legacy AWD,2006
20,23,27,Subaru,Legacy AWD,2006
17,19,23,Subaru,Legacy AWD,2006
22,24,28,Suzuki,Aerio,2006
22,24,28,Suzuki,Aerio,2006
21,23,26,Suzuki,Aerio AWD,2006
19,22,28,Suzuki,Forenza,2006
20,23,28,Suzuki,Forenza,2006
19,22,28,Suzuki,Reno,2006
20,23,28,Suzuki,Reno,2006
21,24,30,Toyota,Camry Solara,2006
20,24,30,Toyota,Camry Solara,2006
18,21,27,Toyota,Camry Solara,2006
18,21,26,Toyota,Camry Solara Convertible,2006
26,29,35,Toyota,Corolla,2006
28,31,37,Toyota,Corolla,2006
22,25,31,Toyota,Corolla,2006
31,34,40,Volkswagen,Golf,2006
